t,C1,daily_theo,distrito
0.0,1.0,0.08162829892632051,DSTQ
0.16358179089544772,1.0134374777909707,0.08266399365829359,DSTQ
0.32716358179089544,1.027045282741435,0.08371135769351597,DSTQ
0.49074537268634316,1.0408253837904182,0.08477049208973406,DSTQ
0.6543271635817909,1.0547797300686468,0.08584149513505508,DSTQ
0.8179089544772387,1.0689102504940207,0.08692446231345817,DSTQ
0.9814907453726863,1.0832189093821978,0.08801949055396932,DSTQ
1.145072536268134,1.0977076875417737,0.08912667675321435,DSTQ
1.3086543271635818,1.1123785816051677,0.09024611770058268,DSTQ
1.4722361180590295,1.1272336037861406,0.09137791003606142,DSTQ
1.6358179089544773,1.1422747828267723,0.09252215029842262,DSTQ
1.7993996998499249,1.1575041617094541,0.09367893472699904,DSTQ
1.9629814907453726,1.172923803802058,0.0948483597038133,DSTQ
2.1265632816408204,1.1885357840642383,0.09603052106096861,DSTQ
2.290145072536268,1.2043421926057292,0.09722551432702861,DSTQ
2.453726863431716,1.2203451363702569,0.09843343482927919,DSTQ
2.6173086543271635,1.2365467376842565,0.09965437755851181,DSTQ
2.780890445222611,1.2529491346147374,0.10088843717060304,DSTQ
2.944472236118059,1.2695544804058942,0.1021357079184589,DSTQ
3.1080540270135066,1.286364943907754,0.10339628365850423,DSTQ
3.2716358179089546,1.3033827092664672,0.10467025780137723,DSTQ
3.435217608804402,1.320609975210321,0.10595772323247381,DSTQ
3.5987993996998497,1.3380489560804227,0.10725877236284555,DSTQ
3.7623811905952977,1.3557018815983495,0.10857349708513478,DSTQ
3.9259629814907453,1.373570996650034,0.10990198873067207,DSTQ
4.089544772386193,1.3916585612179981,0.11124433803752595,DSTQ
4.253126563281641,1.4099668503135863,0.11260063511842038,DSTQ
4.416708354177088,1.4284981527130793,0.1139709693401224,DSTQ
4.580290145072536,1.447254770809819,0.11535542928597477,DSTQ
4.7438719359679835,1.4662390224926682,0.11675410286748425,DSTQ
4.907453726863432,1.485453240021754,0.11816707721362697,DSTQ
5.0710355177588795,1.5048997699230762,0.11959443863558686,DSTQ
5.234617308654327,1.5245809728872546,0.12103627259171701,DSTQ
5.398199099549775,1.5444992235227222,0.1224926636417775,DSTQ
5.561780890445222,1.5646569092059903,0.12396369533541367,DSTQ
5.725362681340671,1.585056431425425,0.12544945028285773,DSTQ
5.888944472236118,1.6057002053897007,0.1269500100983457,DSTQ
6.052526263131566,1.6265906597353008,0.12846545535089546,DSTQ
6.216108054027013,1.6477302364063364,0.12999586552766193,DSTQ
6.379689844922461,1.6691213905343685,0.13154131899726476,DSTQ
6.543271635817909,1.690766588891991,0.13310189287039756,DSTQ
6.706853426713357,1.7126683099220787,0.13467766297493078,DSTQ
6.870435217608804,1.734829045588929,0.13626870396156218,DSTQ
7.034017008504252,1.7572513001302026,0.1378750891859069,DSTQ
7.1975987993996995,1.7799375898985743,0.139496890669431,DSTQ
7.361180590295147,1.8028904432044182,0.14113417906053072,DSTQ
7.5247623811905955,1.8261123997745319,0.1427870235683774,DSTQ
7.688344172086043,1.8496060082426016,0.1444554917576207,DSTQ
7.851925962981491,1.8733738293828677,0.14613964975185723,DSTQ
8.015507753876939,1.8974184351639,0.1478395621388434,DSTQ
8.179089544772387,1.9217424081959702,0.14955529190430186,DSTQ
8.342671335667834,1.9463483415303875,0.15128690039098805,DSTQ
8.506253126563282,1.9712388377314127,0.1530344472068912,DSTQ
8.66983491745873,1.996416510158147,0.15479799028898292,DSTQ
8.833416708354177,2.0218839772373216,0.156577585476552,DSTQ
8.996998499249624,2.04764386943372,0.1583732869742498,DSTQ
9.160580290145072,2.073698826040112,0.1601851471011997,DSTQ
9.32416208104052,2.1000514949588984,0.1620132162506055,DSTQ
9.487743871935967,2.126704532476683,0.16385754284913726,DSTQ
9.651325662831416,2.1536606024246776,0.16571817327431615,DSTQ
9.814907453726864,2.1809223729489204,0.16759515160849675,DSTQ
9.978489244622311,2.208492521212442,0.16948851994029393,DSTQ
10.142071035517759,2.236373731702771,0.171398318223783,DSTQ
10.305652826413207,2.2645686954621644,0.17332458420253888,DSTQ
10.469234617308654,2.293080109754278,0.17526735336434854,DSTQ
10.632816408204102,2.321910677720668,0.17722665889568096,DSTQ
10.79639819909955,2.351063108027122,0.17920253163603939,DSTQ
10.959979989994997,2.3805401144998215,0.18119500003217306,DSTQ
11.123561780890444,2.4103444152737374,0.1832040900600253,DSTQ
11.287143571785892,2.4404787293426873,0.18522982497345652,DSTQ
11.450725362681341,2.470945780873166,0.18727222557666895,DSTQ
11.614307153576789,2.501748297646936,0.1893313101002232,DSTQ
11.777888944472236,2.532889010055057,0.1914070941156679,DSTQ
11.941470735367684,2.564370650609204,0.19349959048597756,DSTQ
12.105052526263131,2.5961959534397887,0.19560880931592414,DSTQ
12.268634317158579,2.6283676537808804,0.19773475790242845,DSTQ
12.432216108054027,2.6608884874419316,0.19987744068501723,DSTQ
12.595797898949474,2.6937611907571664,0.20203685922848102,DSTQ
12.759379689844922,2.726988504168327,0.20421301244353862,DSTQ
12.92296148074037,2.760573165746116,0.2064058961477173,DSTQ
13.086543271635819,2.794517911737942,0.20861550309093627,DSTQ
13.250125062531266,2.828825476880807,0.2108418229655658,DSTQ
13.413706853426714,2.8634985938771185,0.21308484236251335,DSTQ
13.577288644322161,2.8985399928612594,0.21534454472775005,DSTQ
13.740870435217609,2.933952400856924,0.2176209103193204,DSTQ
13.904452226113056,2.9697385412252215,0.21991391616490105,DSTQ
14.068034017008504,3.0059011332752203,0.22222353603084322,DSTQ
